ID,생산년도,모델출시년도,브랜드,차량모델명,판매도시,판매구역,주행거리,배기량,압축천연가스(CNG),경유,가솔린,하이브리드,액화석유가스(LPG),가격
TRAIN_03815,2008,2002,opel,meriva,PIL,WIE,174000,1600,0,0,0,0,1,15.6
TRAIN_03816,2012,2007,hyundai,i30,BYD,KUJ,140000,1582,0,1,0,0,0,28.08
TRAIN_03817,2016,2010,ford,focus,WAR,MAZ,91108,1499,0,1,0,0,0,60.84
TRAIN_03818,2017,2012,seat,leon,KED,OPO,74900,1395,0,0,1,0,0,90.87
TRAIN_03819,2006,2003,ford,c-max,ZWO,MAZ,179000,1596,0,0,1,0,0,13.65
TRAIN_03820,2009,2006,mitsubishi,outlander,WAR,MAZ,219000,1968,0,1,0,0,0,38.61
TRAIN_03821,2011,2009,bmw,seria-5,YCI,MAZ,286000,1995,0,1,0,0,0,67.47
TRAIN_03822,2006,2004,citroen,c5,WRO,DOL,290000,1997,0,1,0,0,0,8.97
TRAIN_03823,2006,2005,mercedes-benz,s-klasa,CZC,MAL,38000,5462,0,0,1,0,0,116.87
TRAIN_03824,2015,2007,audi,a4,UBL,DOL,99000,1984,0,0,1,0,0,84.5
TRAIN_03825,2007,2007,nissan,qashqai,PLO,MAZ,220000,1997,0,0,1,0,0,36.27
TRAIN_03826,2018,2014,volkswagen,passat,GDA,POM,186079,1968,0,1,0,0,0,101.27
TRAIN_03827,2002,2000,opel,agila,KWI,KUJ,146000,1200,0,0,1,0,0,5.98
TRAIN_03828,2016,2012,hyundai,i30,ZSR,LUB,166000,1582,0,1,0,0,0,44.2
TRAIN_03829,2018,2014,nissan,x-trail,RAM,WIE,150665,1618,0,0,1,0,0,119.6
TRAIN_03830,2016,2015,hyundai,tucson,MYS,SLA,98000,1995,0,1,0,0,0,97.37
TRAIN_03831,2014,2013,skoda,octavia,CIE,MAZ,157500,1197,0,0,1,0,0,47.84
TRAIN_03832,2015,2015,mazda,2,ZAR,LUU,65000,1496,0,0,1,0,0,54.47
TRAIN_03833,2003,2000,audi,a4,BED,SLA,380000,1896,0,1,0,0,0,14.82
TRAIN_03834,2010,2007,nissan,qashqai,DYN,POD,109260,1598,0,0,1,0,0,54.47
TRAIN_03835,2013,2012,toyota,auris,GLI,SLA,162000,1798,0,0,0,1,0,69.62
TRAIN_03836,2007,2005,mercedes-benz,s-klasa,WAR,MAZ,292930,5461,0,0,1,0,0,75.27
TRAIN_03837,2020,2013,nissan,qashqai,BCZ,DOL,38800,1332,0,0,1,0,0,140.27
TRAIN_03838,2008,2004,ford,focus,WAR,MAZ,348882,1753,0,1,0,0,0,10.27
TRAIN_03839,2021,2018,kia,ceed,TOR,KUJ,6,998,0,0,1,0,0,105.8
TRAIN_03840,2009,2009,peugeot,5008,KAL,WIE,166600,1560,0,1,0,0,0,24.7
TRAIN_03841,2008,2007,mercedes-benz,c-klasa,KRA,MAL,214560,1796,0,0,1,0,0,47.97
TRAIN_03842,2006,2003,toyota,avensis,WRO,DOL,242000,1794,0,0,0,0,1,23.4
TRAIN_03843,2016,2015,opel,astra,WBD,MAZ,129000,1398,0,0,1,0,0,57.07
TRAIN_03844,2008,2007,nissan,qashqai,BML,ZAC,249500,1598,0,0,1,0,0,32.24
TRAIN_03845,2010,2007,audi,a4,MKG,POM,216425,1968,0,1,0,0,0,50.44
TRAIN_03846,2019,2014,toyota,aygo,KOL,WIE,15800,998,0,0,1,0,0,50.57
TRAIN_03847,2018,2015,volkswagen,caddy,MOC,MAL,136000,1968,0,1,0,0,0,153.4
TRAIN_03848,2011,2007,renault,twingo,IYF,POL,193253,1461,0,1,0,0,0,16.12
TRAIN_03849,2019,2017,opel,insignia,WAR,MAZ,58000,1956,0,1,0,0,0,121.91
TRAIN_03850,2016,2012,bmw,seria-3,QCU,MAZ,41500,1998,0,0,1,0,0,89.57
TRAIN_03851,2014,2012,mitsubishi,outlander,OFI,WIE,102800,1998,0,0,0,1,0,90.87
TRAIN_03852,2005,2004,audi,a4,KIS,WAR,204000,1984,0,0,1,0,0,22.1
TRAIN_03853,1998,1997,audi,a6,OST,WIE,264000,2393,0,0,1,0,0,6.76
TRAIN_03854,2008,2002,opel,meriva,ANT,SLA,166000,1364,0,0,1,0,0,20.54
TRAIN_03855,2009,2008,opel,insignia,ZAW,SLA,237000,1956,0,1,0,0,0,29.51
TRAIN_03856,2006,2005,audi,q7,LUB,LUB,365666,2967,0,1,0,0,0,58.37
TRAIN_03857,2009,2009,renault,scenic,RRZ,DOL,409000,1995,0,1,0,0,0,14.17
TRAIN_03858,2013,2011,mercedes-benz,b-klasa,BYD,KUJ,235000,1800,0,1,0,0,0,49.14
TRAIN_03859,2018,2009,toyota,avensis,WAR,MAZ,54066,1798,0,0,1,0,0,116.87
TRAIN_03860,2010,2007,volkswagen,tiguan,NIW,SWI,199000,1968,0,1,0,0,0,57.07
TRAIN_03861,2018,2016,renault,megane,LUB,LUB,28064,1598,0,0,1,0,0,72.8
TRAIN_03862,2016,2009,mercedes-benz,e-klasa,BIE,SLA,176000,2143,0,1,0,0,0,77.87
TRAIN_03863,2019,2012,mazda,6,WAR,MAZ,61238,1998,0,0,1,0,0,114.27
TRAIN_03864,2005,2003,audi,a3,HRT,LUU,256000,1595,0,0,1,0,0,24.57
TRAIN_03865,2012,2007,audi,a4,QIF,MAL,168248,1798,0,0,1,0,0,57.07
TRAIN_03866,2012,2007,volkswagen,tiguan,DTF,POM,222000,1968,0,1,0,0,0,60.97
TRAIN_03867,2012,2009,peugeot,3008,MYJ,WIE,181000,1560,0,1,0,0,0,42.77
TRAIN_03868,2011,2007,hyundai,i30,ELB,WAR,151000,1396,0,0,1,0,0,29.9
TRAIN_03869,2015,2009,toyota,avensis,KRA,MAL,159855,1995,0,1,0,0,0,77.87
TRAIN_03870,2013,2012,mazda,6,KAL,WIE,142000,1998,0,0,1,0,0,75.4
TRAIN_03871,2017,2010,ford,focus,BYD,KUJ,137000,1498,0,1,0,0,0,58.37
TRAIN_03872,2021,2016,renault,megane,POZ,WIE,4,1332,0,0,1,0,0,125.32
TRAIN_03873,2012,2012,mercedes-benz,a-klasa,ONS,OPO,137200,1595,0,0,1,0,0,69.94
TRAIN_03874,2015,2010,ford,focus,ZAG,MAL,189308,1498,0,0,1,0,0,58.37
TRAIN_03875,2009,2008,ford,fiesta,BUS,SWI,161000,1242,0,0,1,0,0,28.21
TRAIN_03876,2003,2003,toyota,avensis,DEB,POD,300000,1995,0,1,0,0,0,9.49
TRAIN_03877,2010,2008,seat,ibiza,UKT,WIE,185700,1199,0,1,0,0,0,20.15
TRAIN_03878,2013,2005,audi,q7,MCW,LUB,226000,2995,0,0,1,0,0,116.35
TRAIN_03879,2008,2007,renault,laguna,BVJ,WIE,154000,1997,0,0,1,0,0,22.75
TRAIN_03880,2016,2015,audi,a4,ZHF,ZAC,178000,1968,0,1,0,0,0,98.8
TRAIN_03881,2018,2013,ford,transit,POZ,WIE,133393,2000,0,1,0,0,0,122.2
TRAIN_03882,2020,2012,renault,clio,SKO,WIE,2990,898,0,0,1,0,0,60.97
TRAIN_03883,2003,2001,volkswagen,polo,RAW,WIE,160500,1390,0,0,1,0,0,7.67
TRAIN_03884,2020,2017,ford,fiesta,YTC,MAL,15500,999,0,0,0,1,0,94.77
TRAIN_03885,2011,2005,toyota,yaris,MXK,KUJ,97805,1329,0,0,1,0,0,27.95
TRAIN_03886,2010,2008,bmw,seria-7,KIE,SWI,360000,2993,0,1,0,0,0,68.9
TRAIN_03887,2011,2010,ford,c-max,LUB,LUB,89527,1997,0,1,0,0,0,46.67
TRAIN_03888,2017,2016,renault,megane,GDA,POM,132500,1461,0,1,0,0,0,84.37
TRAIN_03889,2009,2008,renault,megane,RAC,SLA,191200,1397,0,0,1,0,0,22.88
TRAIN_03890,2008,2005,bmw,seria-3,SMA,MAZ,210000,3000,0,1,0,0,0,45.37
TRAIN_03891,2007,2004,mercedes-benz,a-klasa,MOO,MAZ,203254,1498,0,0,1,0,0,12.87
TRAIN_03892,2006,2002,mazda,6,KIE,SWI,333254,1999,0,0,0,0,1,11.57
TRAIN_03893,2015,2012,hyundai,i30,LEU,MAL,74700,1600,0,0,1,0,0,64.87
TRAIN_03894,2010,2004,ford,focus,SQN,DOL,190643,1596,0,0,1,0,0,20.8
TRAIN_03895,2010,2008,audi,q5,NID,WAR,210000,1984,0,0,1,0,0,79.17
TRAIN_03896,2014,2009,opel,astra,GOC,SLA,83000,1600,0,0,0,0,1,46.67
TRAIN_03897,2010,2010,kia,sportage,ZAG,MAL,200000,1685,0,1,0,0,0,51.87
TRAIN_03898,2013,2009,opel,astra,WAG,WIE,110800,1686,0,1,0,0,0,38.74
TRAIN_03899,2015,2009,toyota,avensis,GDB,POM,76000,1798,0,0,1,0,0,77.87
TRAIN_03900,2020,2017,honda,civic,FIR,SLA,3300,988,0,0,1,0,0,123.5
TRAIN_03901,2002,2000,audi,a4,XII,KUJ,257000,1984,0,0,1,0,0,12.87
TRAIN_03902,2019,2012,toyota,corolla,JBM,POD,54610,1986,0,0,0,1,0,155.87
TRAIN_03903,2007,2005,seat,leon,ORZ,SLA,256614,1896,0,1,0,0,0,18.59
TRAIN_03904,2006,2002,seat,ibiza,WAL,DOL,220121,1390,0,0,1,0,0,10.4
TRAIN_03905,2019,2012,bmw,seria-3,MRO,MAZ,61200,1995,0,1,0,0,0,127.14
TRAIN_03906,2006,2005,opel,zafira,OLS,WAR,187204,1800,0,0,1,0,0,21.97
TRAIN_03907,2008,2006,ford,s-max,TVM,POM,277000,1997,0,1,0,0,0,31.07
TRAIN_03908,2010,2010,kia,sportage,EHX,WIE,165761,1591,0,0,1,0,0,55.25
TRAIN_03909,2010,2008,audi,q5,UOT,MAZ,293132,1968,0,1,0,0,0,64.87
TRAIN_03910,2009,2008,ford,fiesta,SMA,MAZ,162000,1242,0,0,1,0,0,21.97
TRAIN_03911,2007,2004,skoda,octavia,LCW,KUJ,197776,1896,0,1,0,0,0,21.97
TRAIN_03912,2008,2005,opel,zafira,SAN,SWI,237000,1910,0,1,0,0,0,25.35
TRAIN_03913,2017,2010,ford,focus,GXC,MAZ,79400,1498,0,1,0,0,0,45.5
TRAIN_03914,2013,2011,opel,zafira,FXV,MAZ,193541,1956,0,1,0,0,0,49.27
TRAIN_03915,2002,1997,audi,a6,ZGI,LOD,293500,2496,0,1,0,0,0,10.34
TRAIN_03916,2007,2005,mazda,5,XOK,ZAC,152000,1798,0,0,1,0,0,20.8
TRAIN_03917,2016,2013,renault,scenic,WRO,DOL,140000,1598,0,1,0,0,0,69.94
TRAIN_03918,2012,2007,mazda,6,LUB,LUB,153478,1999,0,0,1,0,0,44.2
TRAIN_03919,2011,2004,skoda,octavia,OLM,KUJ,265500,1598,0,1,0,0,0,26.65
TRAIN_03920,2015,2010,ford,focus,BYD,KUJ,177000,1499,0,1,0,0,0,45.37
TRAIN_03921,2008,2004,bmw,seria-1,GQF,WAR,221342,1599,0,0,1,0,0,23.27
TRAIN_03922,1999,1998,opel,frontera,SRE,WIE,114000,2198,0,0,1,0,0,19.37
TRAIN_03923,2013,2010,opel,meriva,KAT,SLA,135149,1364,0,0,0,0,1,33.8
TRAIN_03924,2007,2004,mercedes-benz,a-klasa,YTC,MAL,264500,1500,0,0,1,0,0,14.95
TRAIN_03925,2017,2012,bmw,seria-3,JJD,KUJ,71662,1995,0,1,0,0,0,72.28
TRAIN_03926,2010,2008,ford,fiesta,SWI,DOL,126500,1388,0,0,1,0,0,27.17
TRAIN_03927,2009,2009,renault,scenic,YTC,MAL,165000,1397,0,0,1,0,0,25.87
TRAIN_03928,2020,2017,hyundai,i30,SLU,POM,13900,1482,0,0,1,0,0,125.97
TRAIN_03929,2009,2009,mercedes-benz,e-klasa,XME,POD,280000,2143,0,1,0,0,0,58.37
TRAIN_03930,2010,2008,citroen,c5,ZAG,MAL,168000,1997,0,1,0,0,0,31.85
TRAIN_03931,2009,2008,honda,jazz,WRO,DOL,146845,1198,0,0,1,0,0,21.45
TRAIN_03932,2012,2007,ford,mondeo,LUZ,POM,143000,1997,0,1,0,0,0,42.77
TRAIN_03933,2010,2009,mercedes-benz,e-klasa,INO,KUJ,260000,2987,0,1,0,0,0,47.97
TRAIN_03934,2018,2017,volkswagen,polo,BYD,KUJ,75938,999,0,0,1,0,0,75.27
TRAIN_03935,2016,2012,hyundai,i30,MRO,MAZ,152000,1582,0,1,0,0,0,50.05
TRAIN_03936,2009,2007,fiat,bravo,VYY,MAL,229145,1598,0,1,0,0,0,16.64
TRAIN_03937,2016,2015,skoda,superb,GDY,POM,164000,1798,0,0,1,0,0,114.27
TRAIN_03938,2007,1998,renault,clio,ZAM,LUB,224000,1149,0,0,1,0,0,10.53
TRAIN_03939,2018,2015,audi,a4,KAT,SLA,79055,1395,0,0,1,0,0,140.27
TRAIN_03940,2008,2004,audi,a6,WRO,DOL,197300,1984,0,0,1,0,0,36.27
TRAIN_03941,2007,2003,bmw,seria-5,CAY,SWI,270000,4799,0,0,1,0,0,49.27
TRAIN_03942,2010,2009,bmw,seria-5,TOR,KUJ,195000,2993,0,1,0,0,0,73.97
TRAIN_03943,2016,2012,mazda,6,FET,LOD,39000,2000,0,0,1,0,0,103.87
TRAIN_03944,2009,2006,ford,s-max,SQV,POM,167000,1999,0,0,1,0,0,37.57
TRAIN_03945,2019,2015,opel,astra,TYC,SLA,87000,1598,0,1,0,0,0,70.85
TRAIN_03946,2010,2007,audi,a4,LAP,POL,202550,1968,0,1,0,0,0,50.31
TRAIN_03947,2011,2010,opel,meriva,KAT,SLA,145236,1364,0,0,0,0,1,31.2
TRAIN_03948,2013,2007,skoda,fabia,XOK,ZAC,230844,1197,0,0,1,0,0,16.9
TRAIN_03949,2015,2008,volvo,xc-60,LSP,WIE,210000,1969,0,1,0,0,0,79.95
TRAIN_03950,2013,2012,toyota,auris,KAT,SLA,129886,1598,0,0,1,0,0,59.8
TRAIN_03951,2015,2010,ford,focus,WAR,MAZ,144296,1499,0,1,0,0,0,56.55
TRAIN_03952,2019,2010,volkswagen,jetta,WAR,MAZ,8300,1395,0,0,1,0,0,71.5
TRAIN_03953,2012,2010,opel,meriva,ELB,WAR,159153,1364,0,0,1,0,0,35.1
TRAIN_03954,2008,2003,bmw,seria-5,ZGI,LOD,202057,2979,0,0,1,0,0,40.3
TRAIN_03955,2018,2015,opel,astra,KAT,SLA,120920,1598,0,1,0,0,0,70.07
TRAIN_03956,2013,2008,ford,fiesta,JAS,POD,111300,998,0,0,1,0,0,30.42
TRAIN_03957,2006,2004,audi,a4,LOW,LOD,367000,1968,0,1,0,0,0,29.25
TRAIN_03958,2017,2011,toyota,yaris,LEU,MAL,122600,1500,0,0,0,1,0,68.77
TRAIN_03959,2016,2013,skoda,octavia,POZ,WIE,63700,1395,0,0,1,0,0,68.77
TRAIN_03960,2021,2017,hyundai,i30,WAR,MAZ,1,1498,0,0,1,0,0,102.05
TRAIN_03961,2016,2014,volkswagen,passat,WGS,ZAC,181480,1968,0,1,0,0,0,91.0
TRAIN_03962,2013,2012,hyundai,i30,LEB,POM,198000,1582,0,1,0,0,0,37.56
TRAIN_03963,2013,2007,audi,a4,GIZ,LUB,200000,1968,0,1,0,0,0,64.99
TRAIN_03964,2007,2004,opel,astra,WRO,DOL,208000,1910,0,1,0,0,0,22.1
TRAIN_03965,2012,2008,volvo,xc-60,BIA,POL,220000,2953,0,0,1,0,0,70.85
TRAIN_03966,2010,2007,audi,a5,WRO,DOL,50500,1798,0,0,1,0,0,71.95
TRAIN_03967,2018,2014,ford,mondeo,WAR,MAZ,125000,1997,0,1,0,0,0,114.27
TRAIN_03968,2011,2007,audi,a5,ILA,WAR,156005,1984,0,0,0,0,1,66.3
TRAIN_03969,2009,2007,mazda,6,KRA,MAL,238000,1998,0,1,0,0,0,21.45
TRAIN_03970,2013,2008,bmw,x6,GXL,MAZ,161000,2993,0,1,0,0,0,149.37
TRAIN_03971,2018,2012,ford,kuga,DAB,SLA,148000,1997,0,1,0,0,0,116.87
TRAIN_03972,2010,2008,citroen,c5,PRA,OPO,179000,1997,0,1,0,0,0,31.2
TRAIN_03973,2015,2012,mazda,6,POZ,WIE,197000,2191,0,1,0,0,0,81.9
TRAIN_03974,2003,1998,ford,focus,CAY,SWI,168900,1796,0,0,1,0,0,6.5
TRAIN_03975,2018,2017,ford,fiesta,KAL,WIE,36000,999,0,0,1,0,0,49.4
TRAIN_03976,2007,2005,seat,leon,BIE,SLA,270000,1896,0,1,0,0,0,14.3
TRAIN_03977,2013,2010,volkswagen,touran,PUL,LUB,220000,1598,0,1,0,0,0,47.97
TRAIN_03978,2016,2012,seat,leon,WAR,MAZ,69918,1395,0,0,1,0,0,89.57
TRAIN_03979,2016,2014,mercedes-benz,vito,WAR,MAZ,122455,2000,0,1,0,0,0,84.37
TRAIN_03980,2016,2015,opel,astra,ZAB,LUU,98000,1598,0,1,0,0,0,57.85
TRAIN_03981,1998,1997,nissan,patrol,IHW,DOL,200000,2826,0,1,0,0,0,32.5
TRAIN_03982,2009,2007,mercedes-benz,c-klasa,LOD,LOD,205000,1597,0,0,1,0,0,40.17
TRAIN_03983,2010,2010,audi,a8,GDA,POM,346909,4134,0,1,0,0,0,111.61
TRAIN_03984,2013,2007,ford,mondeo,WRO,DOL,150000,1596,0,0,1,0,0,50.57
TRAIN_03985,2018,2015,hyundai,tucson,ZHF,ZAC,34000,1591,0,0,1,0,0,107.77
TRAIN_03986,2000,1994,volkswagen,polo,EZQ,MAZ,280000,1896,0,1,0,0,0,2.6
TRAIN_03987,2000,1994,bmw,seria-7,GRY,ZAC,298000,4398,0,0,1,0,0,11.18
TRAIN_03988,2017,2012,volkswagen,golf,CHE,KUJ,159569,1598,0,1,0,0,0,61.75
TRAIN_03989,2000,1998,bmw,seria-3,GDA,POM,251000,1895,0,0,0,0,1,8.19
TRAIN_03990,2015,2012,volvo,v40,JBU,ZAC,216000,1969,0,1,0,0,0,63.7
TRAIN_03991,2013,2010,ford,focus,LUB,LUB,214800,1560,0,1,0,0,0,32.37
TRAIN_03992,2008,2004,skoda,octavia,WTO,WIE,345505,1968,0,1,0,0,0,15.34
TRAIN_03993,1999,1997,volkswagen,golf,CAY,SWI,206000,1984,0,0,1,0,0,7.15
TRAIN_03994,2020,2015,honda,hr-v,SIE,MAZ,7600,1498,0,0,1,0,0,144.95
TRAIN_03995,2021,2019,toyota,corolla,FIR,SLA,1,1197,0,0,1,0,0,121.55
TRAIN_03996,2019,2015,opel,astra,KRA,MAL,17509,1399,0,0,1,0,0,91.0
TRAIN_03997,2001,2000,ford,mondeo,POZ,WIE,288000,1798,0,0,1,0,0,4.55
TRAIN_03998,2016,2012,toyota,auris,POZ,WIE,88016,1598,0,0,1,0,0,83.07
TRAIN_03999,2012,2011,mercedes-benz,b-klasa,VZD,SWI,295274,1595,0,0,1,0,0,45.44
TRAIN_04000,2013,2012,bmw,seria-3,ZPD,POD,136000,1997,0,0,1,0,0,109.98
TRAIN_04001,2017,2016,renault,megane,TOR,KUJ,82543,1197,0,0,1,0,0,82.33
TRAIN_04002,2015,2012,toyota,rav4,BYT,SLA,119100,1987,0,0,1,0,0,124.67
TRAIN_04003,2005,2005,bmw,seria-3,LEZ,POD,276000,1995,0,0,0,0,1,23.4
TRAIN_04004,2020,2015,opel,astra,EEQ,WIE,9200,1496,0,1,0,0,0,80.6
TRAIN_04005,2015,2010,volkswagen,sharan,AGV,WIE,111000,1968,0,1,0,0,0,109.19
TRAIN_04006,2007,2007,hyundai,i30,LUB,LUB,218000,1591,0,0,1,0,0,20.67
TRAIN_04007,2018,2010,nissan,juke,BEL,LOD,49000,1197,0,0,1,0,0,68.77
TRAIN_04008,2002,2000,toyota,rav4,QJD,LOD,190200,1998,0,0,1,0,0,26.65
TRAIN_04009,2009,2008,opel,insignia,FLE,KUJ,201000,1956,0,1,0,0,0,31.07
TRAIN_04010,2003,2003,renault,scenic,KAT,SLA,242000,1598,0,0,1,0,0,5.85
TRAIN_04011,2010,2007,fiat,bravo,OLK,MAL,169258,1368,0,0,1,0,0,23.4
TRAIN_04012,2019,2017,hyundai,i30,WRO,DOL,30372,1368,0,0,1,0,0,84.37
TRAIN_04013,2009,2003,renault,espace,RAD,MAZ,190000,1998,0,0,1,0,0,25.74
TRAIN_04014,2008,1998,renault,clio,KXJ,WIE,121000,1149,0,0,1,0,0,10.66
TRAIN_04015,2017,2008,opel,insignia,LUB,LUB,226000,1956,0,1,0,0,0,75.4
TRAIN_04016,2009,2009,toyota,avensis,ZHF,ZAC,220000,1798,0,0,1,0,0,44.07
TRAIN_04017,2004,2001,volkswagen,polo,LOD,LOD,266767,1422,0,1,0,0,0,8.32
TRAIN_04018,2010,2007,mazda,2,KRA,MAL,149630,1349,0,0,1,0,0,25.87
TRAIN_04019,2008,2006,opel,corsa,SIE,MAZ,183000,1229,0,0,1,0,0,16.9
TRAIN_04020,2007,2004,bmw,seria-1,KTL,DOL,307000,1995,0,1,0,0,0,18.85
TRAIN_04021,2007,2004,opel,astra,VIO,MAZ,147000,1364,0,0,1,0,0,17.55
TRAIN_04022,2006,2005,nissan,note,POR,SLA,200170,1598,0,0,1,0,0,18.07
TRAIN_04023,2007,2001,volkswagen,polo,TYR,LUU,201222,1390,0,0,1,0,0,16.18
TRAIN_04024,2019,2019,mazda,3,TYC,SLA,25000,1998,0,0,1,0,0,117.0
TRAIN_04025,2018,2013,skoda,octavia,LUB,LUB,39530,1498,0,0,1,0,0,111.67
TRAIN_04026,2012,2009,opel,astra,SPV,SLA,199000,1686,0,1,0,0,0,44.85
TRAIN_04027,2008,2003,audi,a3,DVR,MAZ,194000,1798,0,0,1,0,0,32.37
TRAIN_04028,2009,2008,opel,insignia,PLO,MAZ,237000,1956,0,1,0,0,0,32.37
TRAIN_04029,2014,2010,nissan,juke,WAR,MAZ,87057,1197,0,0,1,0,0,61.75
TRAIN_04030,2010,2009,renault,scenic,AVQ,SWI,130000,1598,0,0,1,0,0,34.97
TRAIN_04031,2017,2017,honda,civic,ZHF,ZAC,84900,1498,0,0,1,0,0,120.77
TRAIN_04032,2008,2003,fiat,panda,YTC,MAL,92750,1242,0,0,1,0,0,16.25
TRAIN_04033,2020,2017,hyundai,i30,OLS,WAR,34200,1368,0,0,1,0,0,81.77
TRAIN_04034,2004,2001,honda,civic,DTF,POM,183000,1998,0,0,1,0,0,18.07
TRAIN_04035,2010,2011,volvo,v60,MOO,MAZ,267000,1984,0,1,0,0,0,49.27
TRAIN_04036,2020,2018,kia,ceed,LOD,LOD,36254,998,0,0,1,0,0,89.57
TRAIN_04037,2020,2020,volkswagen,golf,ZBR,SLA,15000,1498,0,0,1,0,0,150.8
TRAIN_04038,2014,2010,volkswagen,passat,BCZ,DOL,105096,1390,0,0,1,0,0,57.85
TRAIN_04039,2008,2005,opel,zafira,KUZ,POL,211800,1686,0,1,0,0,0,18.85
TRAIN_04040,2003,1998,mercedes-benz,m-klasa,KRA,MAL,321000,5439,0,0,0,0,1,50.7
TRAIN_04041,2017,2015,bmw,x1,RUD,MAL,20000,1998,0,0,1,0,0,144.3
TRAIN_04042,2009,2004,audi,a6,LUC,MAZ,262000,2698,0,1,0,0,0,41.34
TRAIN_04043,2011,2007,hyundai,i30,LOW,LOD,92000,1396,0,0,1,0,0,31.07
TRAIN_04044,2013,2012,hyundai,i30,YCI,SLA,146720,1582,0,1,0,0,0,45.5
TRAIN_04045,2006,2006,honda,civic,SMA,MAZ,147000,1800,0,0,1,0,0,28.47
TRAIN_04046,2010,2006,opel,corsa,ALW,MAL,121584,1598,0,0,1,0,0,38.74
TRAIN_04047,2003,1999,volvo,v70,MOO,MAZ,368122,2435,0,0,1,0,0,16.77
TRAIN_04048,2017,2010,ford,focus,KOM,MAZ,116000,1498,0,1,0,0,0,62.27
TRAIN_04049,2017,2015,ford,s-max,POZ,WIE,126875,1997,0,1,0,0,0,142.87
TRAIN_04050,2007,2004,ford,focus,OZA,MAZ,225000,1753,0,1,0,0,0,15.6
TRAIN_04051,2019,2011,bmw,seria-1,MIK,SLA,96361,1499,0,0,1,0,0,149.37
TRAIN_04052,2014,2006,opel,corsa,SKI,LOD,38000,1229,0,0,1,0,0,40.95
TRAIN_04053,2006,2003,ford,c-max,DKD,SLA,282000,1997,0,1,0,0,0,16.64
TRAIN_04054,2017,2012,bmw,seria-3,PIA,MAZ,153440,1998,0,0,1,0,0,123.63
TRAIN_04055,2009,2005,mercedes-benz,b-klasa,CZE,SLA,186563,1991,0,1,0,0,0,28.47
TRAIN_04056,2020,2019,opel,corsa,RYB,SLA,13000,1199,0,0,1,0,0,64.87
TRAIN_04057,2008,2008,citroen,c5,OLS,WAR,204243,1997,0,0,1,0,0,29.77
TRAIN_04058,2019,2018,kia,ceed,ZAB,SLA,10548,1582,0,1,0,0,0,91.0
TRAIN_04059,2016,2014,skoda,fabia,SLU,POM,189729,1422,0,1,0,0,0,35.18
TRAIN_04060,2012,2010,nissan,juke,RAD,MAZ,110000,1598,0,0,1,0,0,47.71
TRAIN_04061,2015,2008,opel,insignia,ZWO,MAZ,215000,1956,0,1,0,0,0,51.87
TRAIN_04062,2016,2012,renault,clio,IKT,SLA,68000,898,0,0,1,0,0,50.05
TRAIN_04063,2011,2008,honda,jazz,LUB,LUB,56756,1339,0,0,1,0,0,39.0
TRAIN_04064,2021,2019,renault,clio,LIS,MAL,5,999,0,0,0,0,1,87.49
TRAIN_04065,2009,2004,bmw,seria-1,QUB,POM,130856,1995,0,0,1,0,0,32.89
TRAIN_04066,2012,2008,ford,fiesta,LOD,LOD,277262,1399,0,1,0,0,0,21.97
TRAIN_04067,2008,2005,toyota,yaris,DOJ,MAL,159000,1298,0,0,1,0,0,25.87
TRAIN_04068,2014,2012,seat,leon,PIA,MAZ,121818,1390,0,0,1,0,0,61.1
TRAIN_04069,2017,2014,skoda,fabia,TOR,KUJ,136736,999,0,0,0,0,1,51.87
TRAIN_04070,2018,2012,seat,leon,JZI,WIE,117539,1598,0,1,0,0,0,75.27
TRAIN_04071,2007,2007,ford,mondeo,AJX,MAZ,170000,2521,0,0,1,0,0,38.99
TRAIN_04072,2018,2010,ford,focus,UOT,MAZ,80000,1498,0,1,0,0,0,67.96
TRAIN_04073,2018,2014,toyota,aygo,ZAB,SLA,25532,998,0,0,1,0,0,59.8
TRAIN_04074,2018,2012,renault,clio,LUB,LUB,21000,898,0,0,1,0,0,55.77
TRAIN_04075,2021,2017,hyundai,i30,PIA,MAZ,13066,1498,0,0,1,0,0,93.6
TRAIN_04076,2008,2002,opel,vectra,SZC,DOL,253477,1910,0,1,0,0,0,13.0
TRAIN_04077,2009,2004,ford,focus,LOD,LOD,204000,1560,0,1,0,0,0,13.0
TRAIN_04078,1999,1998,bmw,seria-3,OPO,OPO,110000,1991,0,0,1,0,0,35.1
TRAIN_04079,2017,2009,toyota,avensis,ZAB,SLA,114707,1798,0,0,0,0,1,100.75
TRAIN_04080,2009,2007,ford,mondeo,LOD,LOD,141400,1997,0,1,0,0,0,41.99
TRAIN_04081,2008,2007,renault,laguna,DAB,SLA,190000,1997,0,0,1,0,0,25.87
TRAIN_04082,1997,1994,opel,omega,WAR,MAZ,178000,1998,0,0,1,0,0,5.72
TRAIN_04083,2018,2015,hyundai,tucson,SMU,DOL,110000,1685,0,1,0,0,0,99.97
TRAIN_04084,2013,2012,volvo,v40,ZWO,MAZ,244777,1984,0,1,0,0,0,51.87
TRAIN_04085,2008,2007,renault,laguna,TAR,SLA,212401,1995,0,1,0,0,0,25.35
TRAIN_04086,2015,2014,volkswagen,passat,GDA,POM,100000,1968,0,1,0,0,0,97.37
TRAIN_04087,2011,2002,volvo,xc-90,WAR,MAZ,238310,3192,0,0,1,0,0,71.37
